record_id|employer|occupation
4110120241042637313||
4110120241042670818|RETIRED|RETIRED
4110120241042748185|RETIRED|RETIRED
4110120241042778246|RETIRED|RETIRED
4110120241042802582|RETIRED|RETIRED
4110120241042819780|RETIRED|RETIRED
4110120241042819948|RETIRED|RETIRED
4110120241042879845|RETIRED|RETIRED
4110120241042888058|RETIRED|RETIRED
4110120241042899659|US GOVERNMENT|ENGINEER
4110120241042955603|RETIRED|CLEANER
4110120241042963212|RETIRED|RETIRED
4110120241043010703|RETIRED|RETIRED
4110120241043014983|RETIRED|RETIRED
4110120241043165163|WASHINGTON TOWNSHIP EDINBORO PA|MAINTENANCE
4110120241043249079|UPMC|EXPERIENCE DESIGNER II
4110120241043259227|RETIRED|RETIRED
4110120241043289905|RETIRED|TEACHERS AIDE
4110120241043299574|RETIRED|RETIRED
4110120241043482129|RETIRED|RETIRED
4110120241043532544|RETIRED|RETIRED
4110120241043652201|RETIRED|RETIRED
4110120241043758010|RETIRED|RETIRED
4110120241043773697|RETIRED|RETIRED
4110120241043803398|RETIRED|RETIRED
4110120241043815114||
4110120241043869415|READING HOSPITAL|PHYSICIAN
4110120241043905660|PERRY CONSTRUCTION GROUP|CONTRACTOR
4110120241043905992|RETIRED|RETIRED
4110120241043951208|RETIRED|RETIRED
4110120241043968885|RETIRED|RETIRED
4110120241043985395|ACMH|RETIRED
4110120241044046300|MMC|PHYSICIAN
4110120241044101721|RETIRED|RETIRED
4110120241044102880|IPS|LABORER
4110120241044108888|RETIRED|RETIRED
4110120241044133909|HTS|SELF EMPLOYED
4110120241044135848|RETIRED|RETIRED
4110120241044147909|RETIRED|RETIRED
4110120241044165378|RETIRED|RETIRED
4110120241044211158|RETIRED|RETIRED
4110120241044213578|FILECOIN FOUNDATION|ENGINEER
4110120241044238548|RETIRED|RETIRED
4110120241044298691|NEW ENTERPRISE STONE  LIME|HUMAN RESOURCES
4110120241044302695|RETIRED|RETIRED
4110120241044329086|RETIRED|RETIRED
4110120241044332640|RETIRED|RETIRED
4110120241044368451|NORTHAMPTON CTY|BOILER OPERATOR
4110120241044399351|RETIRED|RETIRED
4110120241044417755|RETIRED|RETIRED
4110120241044547426|RETIRED|RETIRED
4110120241044571634|RETIRED|RETIRED
4110120241044604642|CONCENTUS|FINANCIAL ADVISOR
4110120241044682723|RETIRED|SYSTEM ENGINEER
4110120241044682759|RETIRED|RETIRED
4110120241044724068|A S BAILER|FILER
4110120241044735764|RETIRED|RETIRED
4110120241044761911|CAISSA, LLC|FINANCE OFFICER
4110120241044808152|RETIRED|RETIRED
4110120241044853489|RETIRED|RETIRED
4110120241044854498|NVR, INC.|VICE PRESIDENT
4110120241044922756|RETIRED|RETIRED
4110120241044943811|RETIRED|RETIRED
4110120241044959535|RETIRED|RETIRED
4110120241045001706|SELF-EMPLOYED|SCHOOL-BUS CONTRACTOR
4110120241045003836|RETIRED|RETIRED
4110120241045028240|RETIRED|RETIRED
4110120241045047001|SELF-EMPLOYED|HOMEMAKER
4110120241045061575|FIRST UMC HANOVER PA|MAINTENANCE
4110120241045066945|RETIRED|RETIRED
4110120241045081631|BENEVOLENT NURSING CARE INC.|NURSE PRACTITIONER
4110120241045140244|RETIRED|RETIRED
4110120241045148867|RETIRED|RETIRED
4110120241045236570|RETIRED|RETIRED
4110120241045276606|SELF-EMPLOYED|ARTIST
4110120241045286803|LHS|HS TEACHER
4110120241045297888|IMI|MANAGEMENT
4110120241045321392|SHAMROCK TECHNOLOGIES, INC|FILE CLERK
4110120241045337488|SOPHISTICATED ALLOYS, INC.|ACCOUNTING
4110120241045346984|HT LYONS|PIPE FITTER
4110120241045382524|SELF-EMPLOYED|REAL ESTATE
4110120241045419160|SKH|MAINTENANCE SUPERVISOR
4110120241045423025|RETIRED|RETIRED
4110120241045438029|RETIRED|RETIRED
4110120241045451153|RETIRED|RETIRED
4110120241045473009|RETIRED|RETIRED
4110120241045482719|FLEXICON|EXECUTIVE MANAGEMENT
4110120241045519718|SELF-EMPLOYED|RETIRED
4110120241045521250|SPECIALTY RESOURCES, INC.|ENGINEER
4110120241045539746|RETIRED|RETIRED
4110120241045552985|RETIRED|RETIRED
4110120241045637462|THE BIEDERMANN GROUP|OWNER
4110120241045727438|SELF-EMPLOYED|REAL ESTATE
4110120241045729673|RETIRED|RETIRED
4110120241045733507|BPL|PATENT ATTORNEY
4110120241045734415|AMBLER TIRE CO|TECHNICIAN
4110120241045829056|RETIRED|RETIRED
4110120241045841826|RETIRED|RETIRED
4110120241045846828|PORT AUTHORITY|SENIOR SECURITY ANALYST
4110120241045882830|RETIRED|RETIRED
4110120241045891909|RETIRED|RETIRED
4110120241045945651|ALCRESTA THERAPEUTICS, INC.|ATTORNEY
4110120241046058202|RETIRED|RETIRED
4110120241046065748|RETIRED|RETIRED
4110120241046067665|RETIRED|RETIRED
4110120241046122163|RETIRED|RETIRED
4110120241046204200|FLEXICON|EXECUTIVE MANAGEMENT
4110120241046361984|N/A|RETIRED
4110120241046363071|POLARIS PHARMACEUTICALS INC.|PHYSICIAN
4110120241046366474|N/A|NOT EMPLOYED
4110120241046368087|N/A|NOT EMPLOYED
4110120241046375746|N/A|NOT EMPLOYED
4110120241046376289|N/A|RETIRED
4110120241046377533|N/A|RETIRED
4110120241046382056|N/A|RETIRED
4110120241046385889|N/A|NOT EMPLOYED
4110120241046392319|US SENATE|SENIOR ADVISOR
4110120241046397140|N/A|NOT EMPLOYED
4110120241046397861|N/A|NOT EMPLOYED
4110120241046400019|N/A|RETIRED
4110120241046402831|N/A|NOT EMPLOYED
4110120241046406467|N/A|RETIRED
4110120241046406475|N/A|RETIRED
4110120241046406650|N/A|RETIRED
4110120241046415516|N/A|RETIRED
4110120241046417764|WILLIG, WILLIAMS & DAVIDSON|ATTORNEY
4110120241046417766|WILLIG, WILLIAMS & DAVIDSON|ATTORNEY
4110120241046590564|RETIRED|RETIRED
4110120241046596435|NOT EMPLOYED|RETIRED
4110120241049305838||
4110120241049305898||
4110120241049309733||
4110120241049309762||
4110120241049311296||
4110120241049311735||
4110120241049311860||
4110120241049313920||
4110120241049313991||
4110120241049315264||
4110120241049317792||
4110120241049318453||
4110120241049318474||
4110120241049322255||
4110120241049322858||
4110120241049323654||
4110120241049324009||
4110120241049326451||
4110120241049326480||
4110120241049326698||
4110120241049328267||
4110120241049330298||
4110120241049332009||
4110120241049332021||
4110120241049332229||
4110120241049332896||
4110120241049333920||
4110120241049335405||
4110120241049337180||
4110120241049338363||
4110120241049339745||
4110120241049340236||
4110120241049344385||
4110120241049344704||
4110120241049346385||
4110120241049348321||
4110120241049349489||
4110120241049349783||
4110120241049349802||
4110120241049352144||
4110120241049352207||
4110120241049352288||
4110120241049353912||
4110120241049358300||
4110120241049358377||
4110120241049358709||
4110120241049359238||
4110120241049359390||
4110120241049359472||
4110120241049360252||
4110120241049363813||
4110120241049364932||
4110120241049365103||
4110220241049397665|BRODIE GENERATIONAL CAPITAL PARTNERS|CO-PRESIDENT
4110420241049448365|RETIRED|RETIRED
4110420241049448565|SELF-EMPLOYED|INS REP
4110420241049449165|OLIPHANT GOLF|GOLF ATTENDANT
4110420241049450691|RETIRED|RETIRED
4110420241049450740|RETIRED|RETIRED
4110420241049451204|RETIRED|RETIRED
4110420241049451564|RETIRED|RETIRED
4110420241049451959|RETIRED|RETIRED
4110420241049452160|RETIRED|RETIRED
4110420241049452664|PERRY CONSTRUCTION GROUP|CONTRACTOR
4110420241049452867|RETIRED|RETIRED
4110420241049453769|RETIRED|RETIRED
4110420241049454549|RETIRED|RETIRED
4110420241049458157|RETIRED|RETIRED
4110420241049458968|MCCC|PROFESSOR
4110420241049459223|RETIRED|RETIRED
4110420241049460707|RETIRED|RETIRED
4110420241049463611|CENTURY HOME CARE|CAREGIVER
4110420241049464287|SELF-EMPLOYED|LAWYER
4110420241049466438|RETIRED|RETIRED
4110420241049467724|RETIRED|RETIRED
4110420241049467798|NORTHAMPTON CTY|BOILER OPERATOR
4110420241049467856|RETIRED|RETIRED
4110420241049468054|RETIRED|RETIRED
4110420241049468223|UA|UROLOGIC SURGEON
4110420241049468563|RETIRED|RETIRED
4110420241049470696|RETIRED|RETIRED
4110420241049471179|HNL LAB MEDICINE|PHYSICIAN
4110420241049472095|RETIRED|RETIRED
4110420241049473766|RETIRED|RETIRED
4110420241049474439|RETIRED|RETIRED
4110420241049474581|RETIRED|RETIRED
4110420241049476994|RETIRED|RETIRED
4110420241049478267|ENTREPRENEUR|ENTREPRENEUR
4110420241049479221|BOSCOVS DEPARTMENT STORE|RETAIL
4110420241049479691|RETIRED|RETIRED
4110420241049480164|RETIRED|RETIRED
4110420241049481012|RETIRED|RETIRED
4110420241049481590|SELF-EMPLOYED|PHYSICIAN
4110420241049481832|RETIRED|RETIRED
4110420241049482310|RETIRED|RETIRED
4110420241049482772|RETIRED|RETIRED
4110420241049484438|BETHYRS MKT|GROCERY MGR
4110420241049484718|RETIRED|RETIRED
4110420241049485612|RETIRED|RETIRED
4110420241049486400|RETIRED|RETIRED
4110420241049486906|RETIRED|RETIRED
4110420241049488286|RETIRED|RETIRED
4110420241049489663|RETIRED|RETIRED
4110420241049489897|RETIRED|RETIRED
4110420241049490045|RETIRED|RETIRED
4110420241049490586|RETIRED|RETIRED
4110420241049492338|RETIRED|RETIRED
4110420241049492726||
4110420241049493596|RETIRED|RETIRED
4110420241049493700|RETIRED|RETIRED
4110420241049493806||
4110420241049494817|RETIRED|RETIRED
4110420241049495866|NAAMAN CENTER|OFFICE MANAGER
4110420241049496011||
4110420241049496059|RETIRED|RETIRED
4110420241049496284|RETIRED|RETIRED
4110420241049497054|RETIRED|RETIRED
4110420241049497350|RETIRED|RETIRED
4110420241049499299|ENTREPRENEUR|ENTREPRENEUR
4110420241049499472|RETIRED|RETIRED
4110420241049502097||
4110420241049502802|RETIRED|RETIRED
4110420241049503486|ENTREPRENEUR|ENTREPRENEUR
4110420241049504183|RETIRED|RETIRED
4110420241049505503|RETIRED|RETIRED
4110420241049506774|RETIRED|RETIRED
4110420241049507109|RETIRED|RETIRED
4110420241049507301|RETIRED|RETIRED
4110420241049507782|RETIRED|RETIRED
4110420241049507853|RETIRED|RETIRED
4110420241049508152|RETIRED|RETIRED
4110420241049508176|RETIRED|RETIRED
4110420241049509223||
4110420241049511038|ENTREPRENEUR|ENTREPRENEUR
4110420241049511336|RETIRED|RETIRED
4110420241049512181|SELF-EMPLOYED|SALES
4110420241049513027|RETIRED|RETIRED
4110420241049513987||
4110420241049514318|RETIRED|RETIRED
4110420241049514514|RETIRED|RETIRED
4110420241049514567|RETIRED|RETIRED
4110420241049514925|RETIRED|RETIRED
4110420241049515906||
4110420241049516579|RETIRED|RETIRED
4110420241049517122|LUNDY CONSTRUCTION|CHIEF ESTIMSTOR PROJECT MANAGER
4110420241049517678|DAVE PATERRA AGENCY|INSURANCE AGENT
4110420241049518234|BRODHEADSVILLE CHIROPRACTIC|OFFICE MANAGER
4110420241049518757|RETIRED|RETIRED
4110420241049519876||
4110420241049520631|RETIRED|RETIRED
4110420241049520810|RETIRED|RETIRED
4110420241050382986|RETIRED|RETIRED
4110420241050474560|NOT EMPLOYED|NOT EMPLOYED
4110420241050476455|RETIRED|RETIRED
4110420241050493057|N/A|RETIRED
4110420241050494192|USAP|MANAGEMENT
4110420241050502017|RETIRED|RETIRED
4110420241050504176|RETIRED|RETIRED
4110420241050504760|RETIRED|RETIRED
4110420241050504855|RETIRED|RETIRED
4110420241050505527|HOMS INC|EXECUTIVE
4110420241050505611|RETIRED|RETIRED
4110420241050506378|RETIRED|RETIRED
4110420241050506453|RETIRED|RETIRED
4110420241050508111|RETIRED|RETIRED
4110420241050509074|RETIRED|RETIRED
4110420241050509520|RETIRED|RETIRED
4110420241050510029|DEFINITIVE INSURANCE|INSURANCE SALES
4110420241050510190|RETIRED|RETIRED
4110420241050511142|RETIRED|RETIRED
4110420241050511844|RETIRED|RETIRED
4110420241050512438|RETIRED|RETIRED
4110420241050512663|RETIRED|RETIRED
4110420241050516222|RETIRED|RETIRED
4110420241050516706|CHEMS|OIL AND GAS
4110420241050519813|CWP|PRES
4110420241050520962|RETIRED|RETIRED
4110420241050521661|SELF-EMPLOYED|DELIVERY DRIVER
4110420241050522530|RETIRED|RETIRED
4110420241050525336|RETIRED|RETIRED
4110420241050527732|RETIRED|RETIRED
4110420241050527789|SELF-EMPLOYED|SALES
4110420241050571573|RED ROSE TRANSIT AUTHORITY|OPERATOR
4110420241050571940|MSS MCKESSON SOURCING SERVICES INC.|VICE PRESIDENT, STRATEGIC INNOVATION A
4110420241050631123|NOT EMPLOYED|NOT EMPLOYED
4110420241050633606|RETIRED|RETIRED
4110520241050681143|MUNLEY LAW|ATTORNEY
4110520241050681679|SELECT MEDICAL CORPORATION|EXECUTIVE
4110520241050681806|SELECT MEDICAL CORPORATION|EXECUTIVE
4110520241050681827|SELECT MEDICAL CORPORATION|VICE PRESIDENT
4110520241050681829|SELECT MEDICAL CORPORATION|VICE PRESIDENT
4110520241050681878|SELECT MEDICAL CORPORATION|SENIOR VICE PRESIDENT
4110520241050681905|SELECT MEDICAL CORPORATION|SENIOR VICE PRESIDENT
4110520241050681907|SELECT MEDICAL CORPORATION|SENIOR VICE PRESIDENT
4110520241050681923|SELECT MEDICAL CORPORATION|EXECUTIVE
4110520241050681955|SELECT MEDICAL CORPORATION|VICE PRESIDENT
4110520241050681976|SELECT MEDICAL CORPORATION|VICE PRESIDENT OF MARKETING SENIOR
4110520241050683377|BERGER MONTAGUE PC|ATTORNEY
4110520241050684351|COHEN & GRIGSBY, P.C.|ATTORNEY
4110520241050690416|BEACON INSURANCE SERVICES|INSURANCE CONSULTANT
4110520241050691198|NOT EMPLOYED|NOT EMPLOYED
4110520241050699656|NORTHAMPTON COUNTY|BOILER OPERATOR
4110520241050699934|RETIRED|RETIRED
4110520241050700248|RETIRED|RETIRED
4110520241050702456|RETIRED|RETIRED
4110520241050707594|RETIRED|RETIRED
4110520241050707798|RETIRED|RETIRED
4110520241050710780|RETIRED|RETIRED
4110520241050712288|RETIRED|RETIRED
4110520241050712486|NORTHAMPTON COUNTY|BOILER OPERATOR
4110520241050715916|NORTHAMPTON COUNTY|BOILER OPERATOR
4110520241050719006|NONE|RETIRED
4110520241050719216|NONE|RETIRED
4110520241050719345|RETIRED|RETIRED
4110520241050719573|RETIRED|RETIRED
4110520241050720537|NONE|RETIRED
4110520241050723251|RETIRED|RETIRED
4110520241050725261|RETIRED|RETIRED
4110520241050726633|SWA|PILOT
4110520241050800781|NONE|NOT EMPLOYED
4110520241050837346|NOT EMPLOYED|NOT EMPLOYED
4110520241050837506|CSL BEHRING|BIOSTATISTICIAN
4110520241050837946|NOT EMPLOYED|NOT EMPLOYED
4110520241050838256|NOT EMPLOYED|NOT EMPLOYED
4110520241050838862|NOT EMPLOYED|NOT EMPLOYED
4110520241050841014|FRIENDSHIPHOUSE|PSYCHIATRIST
4110520241050841402|NOT EMPLOYED|NOT EMPLOYED
4110520241050843194|NOT EMPLOYED|NOT EMPLOYED
4110520241050843812|NOT EMPLOYED|NOT EMPLOYED
4110520241050843868|NOT EMPLOYED|NOT EMPLOYED
4110520241050847792|NOT EMPLOYED|NOT EMPLOYED
4110520241050848102|NOT EMPLOYED|NOT EMPLOYED
4110520241050849398|NOT EMPLOYED|NOT EMPLOYED
4110520241050854188|NOT EMPLOYED|NOT EMPLOYED
4110520241050855838|NOT EMPLOYED|NOT EMPLOYED
4110520241050857736|NOT EMPLOYED|NOT EMPLOYED
4110520241050859272|NOT EMPLOYED|NOT EMPLOYED
4110520241050859394|NOT EMPLOYED|NOT EMPLOYED
4110520241050859416|NOT EMPLOYED|NOT EMPLOYED
4110520241050863114|NOT EMPLOYED|NOT EMPLOYED
4110520241050864042|NOT EMPLOYED|NOT EMPLOYED
4110520241050869900|LEHIGH VALLEY ADULT SERVICES|CEO
4110520241050870853|MARSH|SENIOR CLIENT EXECUTIVE
4110520241050870936|GUY CARPENTER|LEADER II - PRACTICE MANAGEMENT
4110520241050874050|NOT EMPLOYED|NOT EMPLOYED
4110520241050882712|HOMEMAKER|HOMEMAKER
4110520241050884593|RETIRED|RETIRED
4110520241050884931|RETIRED|RETIRED
4110520241050886843|RETIRED|RETIRED
4110520241050887073|PROMEDICA PHYSICIANS|NURSE ANESTHETIST
4110520241050888032|RETIRED|RETIRED
4110520241050888519|RETIRED|RETIRED
4110520241050889020|KARNS|CASHIER
4110520241050890804|RETIRED|RETIRED
4110520241050891591|ST PEDRO ASSOCIATES|OWNER
4110520241050892029|RETIRED|RETIRED
4110520241050892131|RETIRED|RETIRED
4110520241050893228|RETIRED|RETIRED
4110520241050893624|TEAMSTERS 341|STEWARD
4110520241050894499|RETIRED|RETIRED
4110520241050894669|RETIRED|RETIRED
4110520241050896672|RETIRED|RETIRED
4110520241050897594|LEE DECORATING|OWNER
4110520241050898318|SOUTHWOOD|ADM ASST
4110520241050899169|RETIRED|RETIRED
4110520241050900609|RETIRED|RETIRED
4110520241050902666|RETIRED|RETIRED
4110520241050902763|RETIRED|RETIRED
4110520241050903053|RETIRED|RETIRED
4110520241050905320|RETIRED|RETIRED
4110520241050911440|RETIRED|RETIRED
4110520241050911916|RETIRED|RETIRED
4110520241050912149|RETIRED|RETIRED
4110520241050913322|RETIRED|RETIRED
4110520241050914268|RETIRED|RETIRED
4110520241050914694|SELF|PHYSICIAN
4110520241050916509|RETIRED|RETIRED
4110520241050916530|RETIRED|RETIRED
4110520241050917035|HNL LABORATORY|PHYSICIAN
4110520241050919722|RETIRED|RETIRED
4110520241050920143|RETIRED|RETIRED
4110520241050920485|RETIRED|RETIRED
4110520241050920930|RETIRED|RETIRED
4110520241050921553|RETIRED|RETIRED
4110520241050922443|RETIRED|RETIRED
4110520241050923004|RETIRED|RETIRED
4110520241050923083|RANDY NOLF|DENTIST
4110520241050923834|RETIRED|RETIRED
4110520241050924012|RETIRED|RETIRED
4110520241050924391|RETIRED|RETIRED
4110520241050926220|RETIRED|RETIRED
4110520241050926364|RETIRED|RETIRED
4110520241050928046|RETIRED|RETIRED
4110520241050931903|RETIRED|RETIRED
4110520241050932353|RETIRED|RETIRED
4110520241050933916|RETIRED|RETIRED
4110520241050934232|RETIRED|RETIRED
4110520241050934461|RETIRED|RETIRED
4110520241050934902|RETIRED|RETIRED
4110520241050936334|RETIRED|RETIRED
4110520241050936458|RETIRED|RETIRED
4110520241050940112|RETIRED|RETIRED
4110520241050944124|RETIRED|RETIRED
4110520241050944558|SELF|SALES
4110520241050945700|RETIRED|RETIRED
4110520241050946148|HARLEYSVILLE INS CO|CUSTOMER SUPPORT
4110520241050946338|RETIRED|RETIRED
4110520241050946340|RETIRED|RETIRED
4110520241050946367|RETIRED|RETIRED
4110520241050947248|RETIRED|RETIRED
4110520241050951058|RETIRED|RETIRED
4110520241050952353|RETIRED|RETIRED
4110520241050956283|RETIRED|RETIRED
4110520241050956848|RETIRED|RETIRED
4110520241050956850|RETIRED|RETIRED
4110520241050956852|RETIRED|RETIRED
4110520241050956853|RETIRED|RETIRED
4110520241050957248|RETIRED|RETIRED
4110520241050958339|RETIRED|RETIRED
4110520241050958340|RETIRED|RETIRED
4110520241050959448|RETIRED|RETIRED
4110520241050960270|RETIRED|RETIRED
4110520241050960763|TSIKALAS INSURANCE|INSURANCE AGENT
4110520241050962410|RETIRED|RETIRED
4110520241050962444|RETIRED|RETIRED
4110520241050962445|RETIRED|RETIRED
4110520241050962610|RETIRED|RETIRED
4110520241050963273|RETIRED|RETIRED
4110520241050963722|RETIRED|RETIRED
4110520241050964834|RETIRED|RETIRED
4110520241050964904|RETIRED|RETIRED
4110520241050969137|MAXIM CRANE|MECHANIC
4110520241050969643|RETIRED|RETIRED
4110520241050969649|RETIRED|RETIRED
4110520241050970169|RETIRED|RETIRED
4110520241050970627|RETIRED|RETIRED
4110520241050972594|SELF|INDUSTRIAL ARTIST
4110520241051057021|HOMEMAKER|HOMEMAKER
4110520241051059249|RETIRED|RETIRED
4110520241051059693|RETIRED|RETIRED
4110520241051060588|RETIRED|RETIRED
4110520241051060859|RETIRED|RETIRED
4110520241051061845|RETIRED|RETIRED
4110520241051146089|NONE|RETIRED
4110520241051147665|NONE|RETIRED
4110520241051158939|NONE|RETIRED
4110520241051159151|NONE|RETIRED
4110520241051159683|NONE|RETIRED
4110520241051159685|NONE|RETIRED
4110520241051160107|NONE|RETIRED
4110520241051161187|NESHAMINY SCHOOL DISTRICT|LUNCH AIDE
4110520241051161321|NONE|RETIRED
4110520241051164656|IDEMIA|MANUFACTURING
4110520241051165393|NONE|RETIRED
4110520241051166883|HNL LAB MEDICINE|PHYSICIAN
4110520241051170165|NONE|RETIRED
4110520241051170593|HNL LAB MEDICINE|PHYSICIAN
4110520241051171071|NONE|RETIRED
4110520241051171417|NONE|RETIRED
4110520241051173793|NONE|RETIRED
4110520241051174501|NONE|RETIRED
4110520241051177146|NONE|RETIRED
4110520241051177242|TEAMSTERS|PIPELINER
4110520241051177538|NESHAMINY SCHOOL DISTRICT|LUNCH AIDE
4110520241051181411|HNL LAB MEDICINE|PHYSICIAN
4110520241051183235|NONE|RETIRED
4110520241051187819|NONE|RETIRED
4110520241051191855|NONE|RETIRED
4110520241051194191|NONE|RETIRED
4110520241051199610|NONE|RETIRED
4110520241051200188|RHOADS ENERGY|CEO
4110520241051200377|PHILADELPHIA COLLEGE OF OSTEOPATHIC ME|PRESIDENT AND CEO
4110520241051200403|HOSPITAL AND HEALTHSYSTEM ASSN OF PENN|VP OF OPERATIONS AND HMS SERVICES
4110520241051200429|LANKENAU MEDICAL CENTER|PRESIDENT
4110520241051200452|WELLSPAN HEALTH|VP, TOTAL REWARDS
4110520241051201804|NONE|RETIRED
4110520241051203232|RETIRED|RETIRED
4110520241051204144|RETIRED|RETIRED
4110520241051207522|NONE|RETIRED
4110520241051207711|NONE|RETIRED
4110520241051209184|NONE|RETIRED
4110520241051209185|NONE|RETIRED
4110520241051215935|HNL LAB MEDICINE|PHYSICIAN
4110520241051219014|NONE|RETIRED
4110520241051219280|NONE|HOMEMAKER
4110520241051219294|NONE|RETIRED
4110520241051222730|NONE|RETIRED
4110520241051223494|NONE|HOMEMAKER
4110520241051224567|NONE|RETIRED
4110520241051224895|NONE|RETIRED
4110520241051225657|NONE|RETIRED
4110520241051226987|NONE|RETIRED
4110520241051229601|NONE|RETIRED
4110520241051230128|NONE|RETIRED
4110520241051230350|NONE|RETIRED
4110520241051230351|NONE|RETIRED
4110520241051230939|NONE|RETIRED
4110520241051233048|NONE|RETIRED
4110520241051235797|NONE|RETIRED
4110520241051236311|NONE|RETIRED
4110520241051236656|NONE|RETIRED
4110520241051236943|NONE|RETIRED
4110520241051237017|NONE|RETIRED
4110520241051237910|NONE|RETIRED
4110520241051238016|NONE|RETIRED
4110520241051238272|NONE|RETIRED
4110520241051238911|NONE|RETIRED
4110520241051239007|NONE|RETIRED
4110520241051239238|NONE|HOMEMAKER
4110520241051241061|BECKMANN CONSULTING INC.|CONSULTANT
4110520241051241707|CHS SERVICES GROUP|MANAGER
4110520241051243335|NOT EMPLOYED|NOT EMPLOYED
4110520241051243343|NOT EMPLOYED|NOT EMPLOYED
4110520241051243358|NOT EMPLOYED|NOT EMPLOYED
4110520241051244715|NOT EMPLOYED|NOT EMPLOYED
4110520241051251886|SPECTRA PREMIUM MOBILITY SOLUTIONS|DIRECTOR OF PRODUCT MANAGEMENT
4110520241051254840||
4110520241051261340||
4110520241051263841||
4110620241051294620|SELF-EMPLOYED|SCIENCE EDUCATOR
4110620241051294712|LEHIGH UNIVERSITY|PROFESSOR
4110620241051294716|NOT EMPLOYED|NOT EMPLOYED
4110620241051294774|SELF-EMPLOYED|ATTORNEY
4110620241051294890|NOT EMPLOYED|NOT EMPLOYED
4110620241051295084|NOT EMPLOYED|NOT EMPLOYED
4110620241051295128|CHASM CROSSING|OWNER
4110620241051295139|NOT EMPLOYED|NOT EMPLOYED
4110620241051295290|NOT EMPLOYED|NOT EMPLOYED
4110620241051295338|NORRIS MCLAUGHLIN|ATTORNEY
4110620241051295543|NOT EMPLOYED|RETIRED
4110620241051295553|THE GLENVILLE GROUP|INVESTMENTS
4110620241051295785|NOT EMPLOYED|NOT EMPLOYED
4110620241051295895|NOT EMPLOYED|NOT EMPLOYED
4110620241051295958|NOT EMPLOYED|RETIRED
4110620241051296003|NOT EMPLOYED|NOT EMPLOYED
4110620241051296019|NOT EMPLOYED|NOT EMPLOYED
4110620241051296277|SELF-EMPLOYED|FORENSIC EXPERT WITNESS
4110620241051296388|NOT EMPLOYED|NOT EMPLOYED
4110620241051296470|ACELA ARCHITECTS + ENGINEERS|CIVIL ENGINEER
4110620241051296590|CIVIC THEATRE OF ALLENTOWN|ARTISTIC DIRECTOR
4110620241051296634|SPANISH TEACHER|DIOCESE OF ALLENTOWN
4110620241051296636|MARSHALL DENNEHEY|ATTORNEY
4110620241051296799|NOT EMPLOYED|RETIRED
4110620241051296857|NOT EMPLOYED|NOT EMPLOYED
4110620241051297053|SELF-EMPLOYED|RESIDENTIAL APPRAISER
4110620241051297061|SILAS BOLEF COMPANY|ELECTRICAL CONTRACTOR
4110620241051297216|NOT EMPLOYED|NOT EMPLOYED
4110620241051297339|NOT EMPLOYED|NOT EMPLOYED
4110620241051297366|NOT EMPLOYED|NOT EMPLOYED
4110620241051297432|NOT EMPLOYED|NOT EMPLOYED
4110620241051297553|HAMBURG AREA SCHOOL DISTRICT|TENNIS COACH
4110620241051297659|VILLANOVA UNIVERSITY|ADJUNCT INSTRUCTOR
4110620241051297815|NOT EMPLOYED|NOT EMPLOYED
4110620241051297846|NOT EMPLOYED|NOT EMPLOYED
4110620241051297878|NOT EMPLOYED|NOT EMPLOYED
4110620241051297925|NOT EMPLOYED|NOT EMPLOYED
4110620241051298104|ELCA|CLERGY
4110620241051298355|NOT EMPLOYED|RETIRED
4110620241051298573|NOT EMPLOYED|NOT EMPLOYED
4110620241051298647|NOT EMPLOYED|NOT EMPLOYED
4110620241051299939|SELF|PALLET COMPANY
4110620241051299948|EAGLE VALLEY PERSONAL CARE HOME|OWNER
4110620241051299999|CAMBER CORP|SALES
4110620241051312453|BUCKNELL UNIVERSITY|DEAN
4110620241051312507|NOT EMPLOYED|NOT EMPLOYED
4110620241051312521|NOT EMPLOYED|RETIRED
4110620241051312530|NOT EMPLOYED|NOT EMPLOYED
4110620241051312534|NOT EMPLOYED|NOT EMPLOYED
4110620241051312537|NOT EMPLOYED|NOT EMPLOYED
4110620241051312561|NOT EMPLOYED|NOT EMPLOYED
4110620241051312609|NOT EMPLOYED|NOT EMPLOYED
4110620241051312633|NOT EMPLOYED|NOT EMPLOYED
4110620241051312634|NOT EMPLOYED|NOT EMPLOYED
4110620241051312652|NOT EMPLOYED|NOT EMPLOYED
4110620241051312693|NOT EMPLOYED|NOT EMPLOYED
4110620241051312721|NOT EMPLOYED|RETIRED
4110620241051312775|NOT EMPLOYED|RETIRED
4110620241051312793|NOT EMPLOYED|RETIRED
4110620241051312816|NOT EMPLOYED|RETIRED
4110620241051312863|TEMPLE UNIVERSITY|ACADEMIC ADVISOR
4110620241051312881|SELF-EMPLOYED|WRITER
4110620241051325306|RE/MAX ACTION REALTY|REALTOR
4110620241051326788|NOT EMPLOYED|NOT EMPLOYED
4110620241051328609|RETIRED|RETIRED
4110620241051330951|RETIRED|RETIRED
4110620241051414199|SELF EMPLOYED|EDUCATOR
4110620241051414234|NOT EMPLOYED|NOT EMPLOYED
4110620241051520667|EISAI INC.|PROGRAMMER
4110620241051521155|N/A|NOT EMPLOYED
4110620241051521810|N/A|NOT EMPLOYED
4110620241051521997|SELF-EMPLOYED|OWNER
4110620241051522955|N/A|NOT EMPLOYED
