record_id|employer|occupation
4051020251190066289|RETIRED|RETIRED
4051020251190068820|TUH|OB/GYN
4051020251190069180|NONE|RETIRED
4051020251190069196|NOT EMPLOYED|NOT EMPLOYED
4051020251190070367|CHAPEL STEEL|ACCOUNTANT
4051020251190072267|NOT EMPLOYED|NOT EMPLOYED
4051020251190072681|NOT EMPLOYED|NOT EMPLOYED
4051020251190072868|SENATE OF PA|BUDGET & LEGISLATIVE ANALYSIS
4051020251190073175|ALCOA|ATTORNEY
4051020251190074234|CENTER FOR SCIENCE IN THE PUBLIC INTER|ATTORNEY
4051020251190074349|RETIRED|RETIRED
4051020251190076140|PENN MEDICINE|NURSE
4051020251190086165|POCONO MTN SD|TRANSPORTATION DIR
4051020251190086193|SELF EMPLOYED|COMMUNICATIONS CONSULTANT/WRITER
4051020251190088782|AMERIHEALTH CARITAS|RN
4051020251190090554|NOT EMPLOYED|NOT EMPLOYED
4051020251190090739|THE WISTAR INSTITUTE|ADMINISTRATOR
4051020251190091583|J&J|MEDICAL DIRECTOR
4051020251190092516|YORK COLLEGE OF PA|PROFESSOR
4051020251190094228|NOT EMPLOYED|NOT EMPLOYED
4051020251190095391|NOT EMPLOYED|NOT EMPLOYED
4051020251190095797|WILLIAMS COLLEGE|STUDENT
4051020251190095856|PPA|PHYSICIAN
4051020251190095965|PENN MEDICINE|PHYSICIAN
4051020251190096184|LIGHTHOUSE TECHNOLOGY ASSOCIATES|PRESIDENT
4051020251190096717|NOT EMPLOYED|NOT EMPLOYED
4051020251190096719|NOT EMPLOYED|NOT EMPLOYED
4051020251190097925|NAS|MANAGER
4051020251190098139|SELF|N/A
4051020251190098849|NOT EMPLOYED|NOT EMPLOYED
4051020251190104356|META|MANAGER
4051020251190105073|NOT EMPLOYED|NOT EMPLOYED
4051020251190105211|NOT EMPLOYED|NOT EMPLOYED
4051020251190105262|NOT EMPLOYED|NOT EMPLOYED
4051020251190105884|NOT EMPLOYED|NOT EMPLOYED
4051020251190106205|RETIRED|RETIRED
4051020251190106956|NOT EMPLOYED|NOT EMPLOYED
4051020251190117445|NOT EMPLOYED|NOT EMPLOYED
4051020251190117803|TNTP|EDUCATOR
4051020251190119023|RETIRED|RETIRED
4051020251190121064|PENN STATE UNIVERSITY|IT PROJECT MANAGER
4051020251190123664|RACE ANESTHESIA|NURSE
4051020251190124016|NOT EMPLOYED|NOT EMPLOYED
4051020251190124453|CENTER ASSOCIATES|ACCOUNTING
4051020251190124797|NOT EMPLOYED|NOT EMPLOYED
4051020251190125128|NOT EMPLOYED|NOT EMPLOYED
4051020251190125508|CSC|ACCTS REC. REP
4051020251190126596|RETIRED|RETIRED
4051020251190127733|NOT EMPLOYED|NOT EMPLOYED
4051020251190128624|XSELL RESOURCES|IT BUSINESS ANALYST
4051020251190130754|NOT EMPLOYED|NOT EMPLOYED
4051020251190133888|GEISINGER|HISTOTECH
4051020251190134214|SELF|CONSULTANT
4051020251190137318|SELF EMPLOYED|WAHL EDUCATIONAL CONSULTING INC.
4051020251190138163|NOT EMPLOYED|NOT EMPLOYED
4051020251190139053|VA HOSPITAL|CRNA
4051020251190141069|IATSE 52|UNION FILM WORKER
4051020251190141169|NOT EMPLOYED|NOT EMPLOYED
4051020251190142107|NOT EMPLOYED|NOT EMPLOYED
4051020251190143049|NOT EMPLOYED|NOT EMPLOYED
4051020251190143990||RETIRED
4051020251190144555|RETIRED|RETIRED
4051020251190144991|NOT EMPLOYED|RETIRED
4051020251190145067|THE PALEY CENTER FOR MEDIA|ADMINISTRATOR
4051020251190145095||
4051020251190147034|N/A|RETIRED
4051020251190147095|RETIRED|RETIRED
4051020251190147937|NOT EMPLOYED|NOT EMPLOYED
4051020251190150062|OLD REPUBLIC TITLE|CLAIMS ADMINISTRATOR
4051020251190151747|NOT EMPLOYED|NOT EMPLOYED
4051020251190155379|STARBUCKS|BARISTA
4051020251190155410|NOT EMPLOYED|NOT EMPLOYED
4051020251190155544|NOT EMPLOYED|NOT EMPLOYED
4051020251190155706|HEALTHCARE CONSULTANT|SELF-EMPLOYED
4051020251190156639|NOT EMPLOYED|NOT EMPLOYED
4051020251190159851|HOLY FAMILY UNIVERSITY|PROFESSOR
4051020251190160608|RETIRED|RETIRED
4051020251190161314|NOT EMPLOYED|NOT EMPLOYED
4051020251190164418|NOT EMPLOYED|NOT EMPLOYED
4051020251190172335|FLORIDA INTERNATIONAL UNIVERSITY|PROFESSOR
4051020251190173255|NOT EMPLOYED|NOT EMPLOYED
4051020251190174037|NOT EMPLOYED|NOT EMPLOYED
4051020251190174114|NOT EMPLOYED|NOT EMPLOYED
4051020251190174538|UPHS|RN
4051020251190174841|MANSFIELD UNIVERSITY|PART-TIME PROFESSOR
4051020251190175076|AKMAN|ATTORNEY
4051020251190176497|RETIRED|TEACHER
4051020251190180083|SUSAN ISERBYT|ARTIST
4051020251190183696|NOT EMPLOYED|NOT EMPLOYED
4051020251190183918|NOT EMPLOYED|NOT EMPLOYED
4051020251190184071|MASSAGE ENVY|MASSAGE THERAPIST
4051020251190187567|NOT EMPLOYED|NOT EMPLOYED
4051020251190187646|NOT EMPLOYED|NOT EMPLOYED
4051020251190188181|NORTHSTAR VETS|VETERINARIAN
4051020251190188665|NORTHCENTRAL UNIVERSITY|PROFESSOR
4051020251190190586|NOT EMPLOYED|NOT EMPLOYED
4051020251190191598|LIGHTHOUSE|EDISCOVERY PROCESSING ANALYST
4051020251190191848|WASHINGTON COUNTY PA|ATTORNEY
4051020251190193109|AMS FULFILLMENT|EXECUTIVE VICE PRESIDENT
4051020251190195397|NOT EMPLOYED|NOT EMPLOYED
4051020251190195557|NOT EMPLOYED|NOT EMPLOYED
4051020251190198574|NOT EMPLOYED|NOT EMPLOYED
4051020251190200362|NOT EMPLOYED|NOT EMPLOYED
4051020251190200781||
4051020251190203632|RETIRED|RETIRED
4051020251190208261|THOMAS JEFFERSON UNIVERSITY|PROFESSOR
4051020251190210663|BRAVE HEARTS ENTERPRISE LLC|CFO
4051020251190212068|TEMPLE BETH EL|TEACHER
4051020251190213167|CREDITVEST|COMMERCIAL REAL ESTATE
4051020251190216430|POWERSCHOOL|PRODUCT MANAGER
4051020251190218173|CHESTNUT HILL UNITED CHURCH|ASSOCIATE PASTOR
4051020251190222802|RETIRED|RETIRED
4051020251190223894||
4051020251190224072|N/A|RETIRED
4051020251190224206||
4051020251190224222|RETIRED|RETIRED
4051020251190224281|LYCOMING CLINTON JOINDER BOARD|CASE WORKER/SOCIAL WORKER
4051020251190224523|RETIRED|RETIRED
4051020251190224844|ST LUKES|PHYSICIAN
4051020251190225073|RETIRED|RETIRED
4051020251190225292|NOT EMPLOYED|NOT EMPLOYED
4051020251190225898|FAST CASH INC|RAD
4051020251190226143|BROOKLYN FRIENDS SCHOOL|TEACHER
4051020251190229635|SCHOOL DISTRICT OF PHILADELPHIA|SPECIAL EDUCATION TEACHER
4051020251190230021|J&J|R&D DIRECTOR
4051020251190231429|NOT EMPLOYED|NOT EMPLOYED
4051020251190234349|NOT EMPLOYED|NOT EMPLOYED
4051020251190235275|NOT EMPLOYED|NOT EMPLOYED
4051020251190237816|NOT EMPLOYED|NOT EMPLOYED
4051020251190240033|PENN MEDICINE|FUNDRAISING
4051020251190243537|NETJETS|PILOT
4051020251190252490|JEFFERSON HEALTH|NURSE EXEC
4051020251190253752||HOMEMAKER
4051020251190255446|NOT EMPLOYED|NOT EMPLOYED
4051020251190255823|SELF EMPLOYED|ARTIST
4051020251190257104|RETIRED|RETIRED
4051020251190257325|NOT EMPLOYED|NOT EMPLOYED
4051020251190258533|SELF EMPLOYED|ATTORNEY
4051020251190261859|NOT EMPLOYED|NOT EMPLOYED
4051020251190262304|SELF|READING SPECIALIST
4051020251190265374|NOT EMPLOYED|NOT EMPLOYED
4051020251190265376|NOT EMPLOYED|NOT EMPLOYED
4051020251190265624|NOT EMPLOYED|NOT EMPLOYED
4051020251190271108|TOUCHSTONE FOUNDATION|EXECUTIVE DIRECTOR
4051020251190273805|JUST YOU SALON|SALON OWNER STYLIST
4051020251190274010|UPMC|PHYSICAN
4051020251190275826|NOT EMPLOYED|NOT EMPLOYED
4051020251190276351|DENTONS, COHEN & GRIGSBY, PC|ATTORNEY
4051020251190281073|NOT EMPLOYED|NOT EMPLOYED
4051020251190281281|SELF EMPLOYED|PHYSICIAN
4051020251190281708|NOT EMPLOYED|NOT EMPLOYED
4051020251190283353|GEISINGER|ASSOCIATE PROFESSOR
4051020251190284503|SELF EMPLOYED|FINANCIAL PLANNING
4051020251190284618|NOT EMPLOYED|NOT EMPLOYED
4051020251190284968|NOT EMPLOYED|NOT EMPLOYED
4051020251190285316|NOT EMPLOYED|NOT EMPLOYED
4051020251190286100|GOOGLE|RESEARCH
4051020251190287625|SO GOOD MEDIA LLC|BUSINESS OWNER
4051020251190290325|NOT EMPLOYED|NOT EMPLOYED
4051020251190291918|NOT EMPLOYED|NOT EMPLOYED
4051020251190293643|NOT EMPLOYED|NOT EMPLOYED
4051020251190295890|LAW OFFICE OF JON PUSHINSKY|LAWYER
4051020251190298320|BROADCOM|IT CONTRACT NEGOTIATOR
4051020251190299565|NOT EMPLOYED|NOT EMPLOYED
4051020251190300672|NOT EMPLOYED|NOT EMPLOYED
4051020251190303531|NOT EMPLOYED|NOT EMPLOYED
4051020251190305438|NOT EMPLOYED|ATTORNEY
4051020251190307146|NOT EMPLOYED|NOT EMPLOYED
4051020251190307290|NOT EMPLOYED|NOT EMPLOYED
4051020251190307505|UNIVERSITY OF PENNSYLVANIA|PROFESSOR
4051020251190308011|NOT EMPLOYED|NOT EMPLOYED
4051020251190308793|GETTYSBURG HOSPITAL|DIRECTOR-SAFETY/SECURITY/EMERGENCY MAN
4051020251190308925|AMERICAS AUTO AUCTION|NOTARY
4051020251190309803|SELF EMPLOYED|MICROBIOLOGIST
4051020251190315177|NOT EMPLOYED|NOT EMPLOYED
4051020251190317263|NOT EMPLOYED|NOT EMPLOYED
4051020251190318120|NOT EMPLOYED|NOT EMPLOYED
4051020251190318395|SELF|CONSULTANT
4051020251190320277|RETIRED|RETIRED
4051020251190321563|GSK|ENGINEER
4051020251190321840|CREWS CONTROL LLC|HEAVY HIGHWAY CONSTRUCTION FLAGGER LOC
4051020251190322704|RETIRED|RETIRED
4051020251190323102|RN-CRNA|RETIRED
4051020251190323217||
4051020251190323246|RETIRED|RETIRED
4051020251190323645|RETIRED|RETIRED
4051020251190323857|RETIRED|RETIRED
4051020251190323948|NOT EMPLOYED|NOT EMPLOYED
4051020251190324898|SELF-EMPLOYED|PHYSICIAN
4051020251190328405|STACK AV|ENGINEER
4051020251190328496|MERCK|ANALYTICS DIRECTOR
4051020251190330666|NO|RETIRED
4051020251190333375|WMSS|OFFICE
4051020251190334802||
4051020251190335372|BERTRAM INSURANCE|INSURANCE AGENCY
4051020251190335797||
4051020251190337830|C3I HEALTHCARE CONNECTIONS|WARRANTY REPAIR TECHNICIAN
4051020251190338078|LAVIN CEDRONE GRAVER BOYD & DISIPIO|ATTORNEY
4051020251190338972|RADNOR TOWNSHIP SCHOOL DISTRICT|COMMUNICATIONS DIRECTOR
4051020251190339832|TRUCKLITE|MACHINE OPERATOR
4051020251190342486|ST LUKE'S UNIV HEALTH NETWORK|PROJECT MANAGER
4051020251190342750|PITTSBURGH PUBLIC SCHOOLS|TEACHER
4051020251190345800|RETIRED|RETIRED
4051020251190348963|RETIRED|RETIRED
4051020251190349890|NOT EMPLOYED|NOT EMPLOYED
4051020251190350584|CARNEGIE MELLON UNIVERSITY|ADMINISTRATOR
4051020251190350749|NOT EMPLOYED|NOT EMPLOYED
4051020251190353297|NOT EMPLOYED|NOT EMPLOYED
4051020251190353571|NOT EMPLOYED|NOT EMPLOYED
4051020251190354247|MDVP INC|MANAGER
4051020251190359565|NOT EMPLOYED|NOT EMPLOYED
4051020251190362643|RETIRED|?? PHYSICIAN
4051020251190363064|THE FRAZIER GROUP|IN FLUX
4051020251190364594|NOT EMPLOYED|NOT EMPLOYED
4051020251190367341|NOT EMPLOYED|NOT EMPLOYED
4051020251190370209|JAMF|TECH
4051020251190370330||
4051020251190371819|NOT EMPLOYED|NOT EMPLOYED
4051020251190375737|NOT EMPLOYED|NOT EMPLOYED
4051020251190378159|NETAPP INC|MANAGER
4051020251190382597|CHILDREN'S HOSPITAL OF PHILADELPHIA|PEDIATRICIAN
4051020251190383619|REDEEMER HOSPICE|RABBI/BEREAVEMENT COORDINATOR
4051020251190387141|CARNEGIE MELLON UNIVERSITY|PROFESSOR
4051020251190387473|FORDHAM UNIVERSITY SCHOOL OF LAW|ADJUNCT PROFESSOR
4051020251190387547|DVL GROUP|ENGINEER
4051020251190387700|NOT EMPLOYED|NOT EMPLOYED
4051020251190389164|NOT EMPLOYED|NOT EMPLOYED
4051020251190391427||
4051020251190393046|COUNTY OF LEBANON|COUNTY COMMISSIONER
4051020251190396918|NOT EMPLOYED|NOT EMPLOYED
4051020251190397025|COMMONWEALTH OF PENNSYLVANIA|EPIDEMIOLOGIST
4051020251190398291||
4051020251190399882|KUTZTOWN UNIVERSITY|PROFESSOR
4051020251190400389|NOT EMPLOYED|NOT EMPLOYED
4051020251190400428|SELF EMPLOYED|LEADERSHIP CONSULTANT
4051020251190401661|NOT EMPLOYED|NOT EMPLOYED
4051020251190405972||
4051020251190406023|NOT EMPLOYED|NOT EMPLOYED
4051020251190408451|PROGRESSIVE TURNOUT PROJECT|ORGANIZER
4051020251190409029|NORTHWESTERN LEHIGH|TEACHING
4051020251190409131|NOT EMPLOYED|NOT EMPLOYED
4051020251190410716|NOT EMPLOYED|NOT EMPLOYED
4051020251190411458|WOODS|HORTICULTURE
4051020251190412102|PARKER STRATEGY GROUP|CONSULTANT
4051020251190414698|ADVANTAGE HOMECARE|RN
4051020251190415778|RETIRED|RETIRED
4051020251190417887|NOT EMPLOYED|NOT EMPLOYED
4051020251190420763|NOT EMPLOYED|NOT EMPLOYED
4051020251190424007|ADVANTAGE ENERGY PARTNERS|VP OF OPERATIONS
4051020251190425149|NOT EMPLOYED|NOT EMPLOYED
4051020251190425784|VILLANOVA UNIVERSITY|PHYSICIST/PROFESSOR
4051020251190425919|TOWER HEALTH|PHYSICIAN
4051020251190426270|NOT EMPLOYED|NOT EMPLOYED
4051020251190427810|LUANDRIES|WAITER
4051020251190429600|NOT EMPLOYED|NOT EMPLOYED
4051020251190430258|HERSHEY MEDICAL CENTER|PHYSICIAN
4051020251190431021||
4051020251190431748|NOT EMPLOYED|NOT EMPLOYED
4051020251190431969|MICRO FOCUS|ENGINEER
4051020251190434066|NOT EMPLOYED|NOT EMPLOYED
4051020251190434850|NOT EMPLOYED|NOT EMPLOYED
4051020251190435325|AAWC|PM
4051020251190435562|CARNEGIE MELLON UNIVERSITY|PROFESSOR
4051020251190435814|NOT EMPLOYED|NOT EMPLOYED
4051020251190439443|SWEDESBORO-WOOLWICH BOARD OF EDUCATION|TEACHER
4051020251190441910|DICKINSON SCHOOL OF LAW AT PENN STATE|PROFESSOR
4051020251190442587|JAZWARES|APPLICATION DEVELOPER
4051020251190445208|RETIRED|RETIRED
4051020251190445260|SELF EMPLOYED|SKIP FERDERBER
4051020251190445563|NOT EMPLOYED|NOT EMPLOYED
4051020251190445567|NOT EMPLOYED|NOT EMPLOYED
4051020251190446370|SELF EMPLOYED|PSYCHOLOGIST
4051020251190447569|FARMINGTON MEDIVAL CENTER|PHYSICIAN
4051020251190447989|NOT EMPLOYED|NOT EMPLOYED
4051020251190449023|NOT EMPLOYED|NOT EMPLOYED
4051020251190449177|NOT EMPLOYED|NOT EMPLOYED
4051020251190449877|ROCKWELL RESOURCES|MANAGER
4051020251190454865|NOT EMPLOYED|NOT EMPLOYED
4051020251190456095|CHOP|PHYSICIAN
4051020251190456802|NOT EMPLOYED|NOT EMPLOYED
4051020251190464604|US GOV|CIVIL SERVICE
4051020251190470885|UPMC|PODIATRIST
4051020251190473816|GSK|IT MANAGER
4051020251190475283|PENN STATE|STUDENT
4051020251190475986|NOT EMPLOYED|NOT EMPLOYED
4051020251190476737|MLHS|SECURITY
4051020251190479084|CARNEGIE MELLON UNIVERSITY|PROFESSOR
4051020251190480720||RETIRED
4051020251190481196|RETIRED|RETIRED
4051020251190483567|NOT EMPLOYED|NOT EMPLOYED
4051020251190483901|ABIGAIL JONES|ATTORNEY
4051020251190485233|NOT EMPLOYED|NOT EMPLOYED
4051020251190486446|NOT EMPLOYED|NOT EMPLOYED
4051020251190488355|NOT EMPLOYED|NOT EMPLOYED
4051020251190492196|SELF EMPLOYED|REAL ESTATE AGENT
4051020251190494562|NOT EMPLOYED|NOT EMPLOYED
4051020251190496279|PENN MEDICINE LANCASTER GENERAL HEALTH|HOSPITAL SWITCHBOARD SUPERVISOR
4051020251190498669|NOT EMPLOYED|NOT EMPLOYED
4051020251190501168|NOT EMPLOYED|NOT EMPLOYED
4051020251190501257|NOT EMPLOYED|NOT EMPLOYED
4051020251190501974|UNIVERSITY OF PENNSYLVANIA|MENTOR/TEACHER
4051020251190503673|RETIRED|RETIRED
4051020251190504725|NOT EMPLOYED|NOT EMPLOYED
4051020251190509312|NOT EMPLOYED|NOT EMPLOYED
4051020251190509346|TENABLE INC|MARKETING
4051020251190509678|JONES DAY|ATTORNEY
4051020251190509962|NOT EMPLOYED|NOT EMPLOYED
4051020251190512907|NOT EMPLOYED|NOT EMPLOYED
4051020251190514219|IRON HILL|SUPERINTENDENT
4051020251190514370|NOT EMPLOYED|NOT EMPLOYED
4051020251190518030|SELF|
4051020251190518312|NOT EMPLOYED|NOT EMPLOYED
4051020251190522136|NOT EMPLOYED|NOT EMPLOYED
4051020251190522337|BERGER MONTAGUE|LAWYER
4051020251190523150|SELF|PHYSICIAN
4051020251190530065|NOT EMPLOYED|NOT EMPLOYED
4051020251190531615|RETIRED|RETIRED
4051020251190532731|ST. CLAIR HEALTH|CRNA
4051020251190538243|NOT EMPLOYED|NOT EMPLOYED
4051020251190538441|NOT EMPLOYED|NOT EMPLOYED
4051020251190538995|DELOITTE|CONSULTANT
4051020251190543690||
4051020251190545311|SYNEOS HEALTH|MANAGEMENT
4051020251190547399|NOT EMPLOYED|NOT EMPLOYED
4051020251190550301|NOT EMPLOYED|NOT EMPLOYED
4051020251190560012|UNIVERSITY OF PENNSYLVANIA|RN
4051020251190561180|N/A|RETIRED
4051020251190561540|NOT EMPLOYED|NOT EMPLOYED
4051020251190563881||EXECUTIVE DIRECTOR
4051020251190565111|NOT EMPLOYED|NOT EMPLOYED
4051020251190569134|NOT EMPLOYED|NOT EMPLOYED
4051020251190570884|QMANJ INC.|CEO
4051020251190574025|NOT EMPLOYED|NOT EMPLOYED
4051020251190574205|MLH|HEALTH
4051020251190574397|CIGNA|PHARMACIST
4051020251190575815|PINNACLE INTERNAL MEDICAL ASSOCIATES|PHYSICIAN
4051020251190580033|NOT EMPLOYED|NOT EMPLOYED
4051020251190581036|NOT EMPLOYED|NOT EMPLOYED
4051020251190582810|ENVISION PHYSICIAN SERVICES|ANALYST
4051020251190584123|BOEING|ENGINEER
4051020251190586594|HERSHEY MEDICAL CENTER|PHYSICIAN
4051020251190588003|UNIVERSITY OF PITTSBURGH|PROFESSOR
4051020251190590298|NOT EMPLOYED|NOT EMPLOYED
4051020251190590546|NOT EMPLOYED|NOT EMPLOYED
4051020251190590812|NOT EMPLOYED|NOT EMPLOYED
4051020251190591550|NOT EMPLOYED|NOT EMPLOYED
4051020251190593022|NOT EMPLOYED|NOT EMPLOYED
4051020251190594995|NOT EMPLOYED|RETIRED
4051020251190597184|USW|UNION SAFETY REP
4051020251190601492|PLANNED PARENTHOOD|DIRECTOR
4051020251190602176|RAND|RESEARCH
4051020251190606017|STRAHMAN GROUP|ENGINEER
4051020251190609655|BROOKLYN FRIENDS SCHOOL|TEACHER
4051020251190610638|RETIRED|RETIRED
4051020251190613320|NOT EMPLOYED|NOT EMPLOYED
4051020251190613496|CURTISS WRIGHT|CONT ADM
4051020251190614222|NOT EMPLOYED|NOT EMPLOYED
4051020251190616643|PURE EARTH RESOURCES INC.|GEOLOGIST
4051020251190620363|FAEGRE DRINKER|LAWYER
4051020251190620397|NARS|PRODUCT DEVELOPER CO-OP
4051020251190620843|NOT EMPLOYED|NOT EMPLOYED
4051020251190620896|LEECH TISHMAN FUSCALDO & LAMPL|LAWYER
4051020251190622166|RYAN SPECIALTY LLC|HUMAN RESOURCES
4051020251190624013|SELF|MD
4051020251190624927|RETIRED|RETIRED
4051020251190624979|CROUSE F. HOME & C.|OWNER
4051020251190628755|CBRE|FINANCE
4051020251190630129|SELF|FARMER &QUARTER HORSE BREEDERS/FARMER
4051020251190632009|NOT EMPLOYED|NOT EMPLOYED
4051020251190638058|SPECTRUM|RN CASE MANAGER
4051020251190639459|UNIVERSITY OF PITTSBURGH|PROFESSOR
4051020251190640483|LGH|PHYSICIAN
4051020251190642150|GOV|INFO TECH
4051020251190644536|NOT EMPLOYED|NOT EMPLOYED
4051020251190646347|NETJETS|PILOT
4051020251190646371|NOT EMPLOYED|NOT EMPLOYED
4051020251190649166|NOT EMPLOYED|NOT EMPLOYED
4051020251190650686||
4051020251190651610|SELF EMPLOYED|HANDYMAN
4051020251190652557|NOT EMPLOYED|NOT EMPLOYED
4051020251190654011|SELF-EMPLOYED|DOCTOR
4051020251190658928|NOT EMPLOYED|NOT EMPLOYED
4051020251190659707||
4051020251190659793|SELF|HOUSEWIFE
4051020251190661913|NOT EMPLOYED|NOT EMPLOYED
4051020251190667995|NOT EMPLOYED|NOT EMPLOYED
4051020251190670033|NONE|NONE
4051020251190671596|NOT EMPLOYED|NOT EMPLOYED
4051020251190672024|NOT EMPLOYED|NOT EMPLOYED
4051020251190677942|NOT EMPLOYED|NOT EMPLOYED
4051020251190679515|PHILADELPHIA SCIENTIFIC|PRESIDENT
4051020251190682051|SELF-EMPLOYED|CONSULTANT
4051020251190684083|PSEA|LABOR MANAGEMENT SPECIALIST
4051020251190685981|NOT EMPLOYED|NOT EMPLOYED
4051020251190686078|NOT EMPLOYED|NOT EMPLOYED
4051020251190687707|NOT EMPLOYED|NOT EMPLOYED
4051020251190696751|HOME|HOME
4051020251190697911|NOT EMPLOYED|NOT EMPLOYED
4051020251190699877|NOT EMPLOYED|RETIRED
4051020251190699897||RETIRED
4051020251190700708|TWIST BIOSCIENCE|SENIOR STAFF PROGRAM MANAGER
4051020251190702364|SELF|WRITER
4051020251190703896|NOT EMPLOYED|NOT EMPLOYED
4051020251190706405|NOT EMPLOYED|NOT EMPLOYED
4051020251190708158|SENATE OF PA|DISTRICT OFFICE ADMINISTRATOR
4051020251190712068|PSH|MD
4051020251190715239|NOT EMPLOYED|NOT EMPLOYED
4051020251190716214|NOT EMPLOYED|NOT EMPLOYED
4051020251190721850|NOT EMPLOYED|NOT EMPLOYED
4051020251190726302|PINNACLEHEALTH|MEDICAL
4051020251190730765|NOT EMPLOYED|NOT EMPLOYED
4051020251190731213|RETIRED|RETIRED
4051020251190733268||
4051020251190733978|KAHKWA CLUB|DISHWASHER
4051020251190734020|CONNECTEDLY|SOCIAL WORKER
4051020251190738267|GRUNDY FOUNDATION|IT TECHNICIAN
4051020251190738989|NOT EMPLOYED|NOT EMPLOYED
4051020251190739241|NOT EMPLOYED|NOT EMPLOYED
4051020251190741002|NOT EMPLOYED|NOT EMPLOYED
4051020251190743896|NOT EMPLOYED|NOT EMPLOYED
4051020251190746137|NOT EMPLOYED|NOT EMPLOYED
4051020251190752690|SELF EMPLOYED|PHYSICIAN
4051020251190753020|NOT EMPLOYED|NOT EMPLOYED
4051020251190753166|STATE OF PA|JUDICIAL SECRETARY
4051020251190753208|NOT EMPLOYED|NOT EMPLOYED
4051020251190753905|CHILDREN'S AID SOCIETY|MAINTENANCE COORDINATOR
4051020251190756914|LUCINDA MILLER|TEACHER
4051020251190758819|RETIRED|RETIRED
4051020251190759288|UNIFIED|ADS
4051020251190759863|SELF EMPLOYED|SALES
4051020251190768537|NOT EMPLOYED|NOT EMPLOYED
4051020251190770011||RETIRED
4051020251190771848|GOOGLE|RESEACHER
4051020251190772955|ELIZABETHTOWN COLLEGE|PROFESSOR
4051020251190773813|VILLANOVA|PROFESSOR
4051020251190779877|NOT EMPLOYED|NOT EMPLOYED
4051020251190783409|SELF EMPLOYED|DVM
4051020251190786753|NOT EMPLOYED|NOT EMPLOYED
4051020251190787217|NOT EMPLOYED|NOT EMPLOYED
4051020251190788343|THUMBTACK|SOFTWARE ENGINEER
4051020251190790137|RRX LLC|PRINCIPAL
4051020251190791247|NOT EMPLOYED|NOT EMPLOYED
4051020251190791838|BCPS|ACCOUNTANT
4051020251190795221|SELF (MILLCREST LAW LLP)|ATTORNEY
4051020251190796661|RETIRED|RETIRED
4051020251190799779|UNIVERSITY OF PENNSYLVANIA|PHYSICIAN
4051020251190799952|NOT EMPLOYED|NOT EMPLOYED
4051020251190802282|RETIRED|RETIRED
4051020251190806515||
4051020251190806518||
4051020251190809694|RETIRED|RETIRED
4051020251190811906|NOT EMPLOYED|NOT EMPLOYED
4051020251190815275|MY FAMILY|HOMEMAKER
4051020251190819589||
4051020251190819798||
4051020251190819882||
4051020251190819941||
4051020251190821276||
4051020251190821610||
4051020251190822157||
4051020251190822162||
4051020251190824436|WITT OBRIENS|CONSULTANT
4051020251190825460|SHERRY KNOWLTON|AUTHOR
4051020251190826131|PENN STATE UNIVERSITY|PROFESSOR
4051020251190830022|NOT EMPLOYED|NOT EMPLOYED
4051020251190832595|SAINT FRANCIS HOSPITAL|PHYSICIAN
4051020251190843781|UNIVERSITY OF PITTSBURGH|PROFESSOR
4051020251190844136|NOT EMPLOYED|NOT EMPLOYED
4051020251190844637|NOT EMPLOYED|NOT EMPLOYED
4051020251190852074|NOT EMPLOYED|NOT EMPLOYED
4051020251190852198|UPMC|PHYSICIAN
4051020251190857948|NOT EMPLOYED|NOT EMPLOYED
4051020251190858978|NOT EMPLOYED|NOT EMPLOYED
4051020251190860814|NOT EMPLOYED|NOT EMPLOYED
4051020251190861706|NOT EMPLOYED|NOT EMPLOYED
4051020251190863315|NOT EMPLOYED|NOT EMPLOYED
4051020251190863701|NOT EMPLOYED|NOT EMPLOYED
4051020251190865684||
4051020251190865776|PITTSBURCH PUBLIC SCHOOL|TEACHER
4051020251190867708|RETIRED|RETIRED
4051020251190871454|PITTSBURGH PUBLIC SCHOOLS|ACCOUNTANT
4051020251190877739|SELF EMPLOYED|NURSE PRACTITIONER
4051020251190878655|NOT EMPLOYED|NOT EMPLOYED
4051020251190880429|SELF-EMPLOYED|PHYSICIAN
4051020251190884855|DR.|PHYSICIAN
4051020251190886321|RETIRED|RETIRED
4051020251190887133||
4051020251190887430|CHASM CROSSING|SELF-EMPLOYED
4051020251190889067|NOT EMPLOYED|NOT EMPLOYED
4051020251190901911|NOT EMPLOYED|NOT EMPLOYED
4051020251190906277|NOT EMPLOYED|NOT EMPLOYED
4051020251190910378|RETIRED|RETIRED
4051020251190911595|SYNEOS HEALTH|MANAGEMENT
4051020251190913839|WCASD|SCHOOL PSYCHOLOGIST
4051020251190913853|NOT EMPLOYED|NOT EMPLOYED
4051020251190916837||
4051020251190921652|NOT EMPLOYED|NOT EMPLOYED
4051020251190922398|ALLIANCEBERNSTEIN|MANAGING DIRECTOR
4051020251190924921|NOT EMPLOYED|NOT EMPLOYED
4051020251190931628||RETIRED
4051020251190934023|NOT EMPLOYED|NOT EMPLOYED
4051020251190935199|NOT EMPLOYED|NOT EMPLOYED
4051020251190936391|COMMONWEALTH U. BLOOMSBURG|TEACHER
4051020251190939768|NOT EMPLOYED|NOT EMPLOYED
4051020251190944815|KIPP|EDUCATOR
4051020251190945560|NOT EMPLOYED|NOT EMPLOYED
